timestamp,device_id,animal_type,confidence,action_triggered,stay_duration
2027-07-07 18:52:21,CAM001,サル,0.95,フラッシュB,6.2
2027-07-08 22:05:05,CAM003,イノシシ,0.88,警告音C,21.2
2027-07-09 00:47:03,CAM003,サル,0.91,フラッシュB,6.2
2027-07-10 04:29:30,CAM003,イノシシ,0.95,警告音C,17.1
2027-07-11 01:54:08,CAM003,イノシシ,0.93,フラッシュB,12.9
2027-07-12 00:02:50,CAM001,サル,0.91,なし,6.9
2027-07-13 01:36:35,CAM003,イノシシ,0.9,なし,13.9
2027-07-14 01:30:05,CAM001,イノシシ,0.97,警告音C,15.6
2027-07-15 19:19:27,CAM003,サル,0.87,超音波A,11.9
2027-07-16 04:03:14,CAM003,イノシシ,0.91,超音波A,17.9
2027-07-17 23:53:48,CAM003,イノシシ,0.98,警告音C,17.5
2027-07-18 01:37:50,CAM001,サル,0.97,超音波A,6.8
2027-07-19 02:01:14,CAM001,イノシシ,0.91,警告音C,11.8
2027-07-20 04:07:25,CAM002,サル,0.96,フラッシュB,14.1
2027-07-21 20:44:43,CAM003,サル,0.97,フラッシュB,7.8
2027-07-22 22:05:25,CAM002,サル,0.97,なし,2.0
2027-07-23 23:03:18,CAM002,サル,0.93,フラッシュB,4.4
2027-07-24 21:32:19,CAM001,イノシシ,0.88,フラッシュB,9.0
2027-07-25 18:11:46,CAM001,イノシシ,0.89,フラッシュB,14.8
2027-07-26 18:25:13,CAM002,サル,0.89,フラッシュB,11.7
2027-07-27 23:36:10,CAM003,サル,0.93,警告音C,15.5
2027-07-28 21:12:42,CAM001,イノシシ,0.85,超音波A,12.4
2027-07-29 20:32:05,CAM003,イノシシ,0.94,なし,4.3
2027-07-30 19:55:09,CAM003,イノシシ,0.9,警告音C,14.8
2027-07-31 22:22:09,CAM002,イノシシ,0.89,超音波A,8.7
2027-08-01 05:01:12,CAM002,サル,0.97,警告音C,15.2
2027-08-02 01:01:19,CAM002,イノシシ,0.91,フラッシュB,8.8
2027-08-03 18:36:08,CAM002,サル,0.86,超音波A,6.4
2027-08-04 18:08:10,CAM001,サル,0.97,なし,3.9
2027-08-05 01:37:54,CAM001,イノシシ,0.86,超音波A,7.0
2027-08-06 20:29:30,CAM002,サル,0.95,超音波A,8.6
2027-08-07 18:04:59,CAM001,イノシシ,0.96,フラッシュB,11.7
2027-08-08 05:49:13,CAM002,イノシシ,0.9,フラッシュB,15.6
2027-08-09 22:55:10,CAM003,サル,0.97,フラッシュB,6.0
2027-08-10 02:33:11,CAM003,サル,0.92,警告音C,9.6
2027-08-11 20:34:00,CAM003,サル,0.91,フラッシュB,7.4
2027-08-12 01:21:59,CAM002,イノシシ,0.86,フラッシュB,8.7
2027-08-13 01:10:40,CAM003,イノシシ,0.89,超音波A,12.1
2027-08-14 22:13:59,CAM001,サル,0.98,フラッシュB,2.9
2027-08-15 20:20:36,CAM003,イノシシ,0.9,超音波A,10.2
2027-08-16 22:18:58,CAM003,イノシシ,0.93,超音波A,9.2
2027-08-17 03:03:24,CAM003,イノシシ,0.92,フラッシュB,13.7
2027-08-18 03:24:17,CAM001,サル,0.93,超音波A,6.1
2027-08-19 01:07:38,CAM002,イノシシ,0.86,超音波A,6.8
2027-08-20 01:13:31,CAM001,サル,0.9,超音波A,7.9
2027-08-21 20:37:32,CAM002,サル,0.95,なし,5.5
2027-08-22 00:14:32,CAM002,イノシシ,0.88,なし,7.2
2027-08-23 02:16:32,CAM003,イノシシ,0.88,フラッシュB,10.2
2027-08-24 00:01:13,CAM002,イノシシ,0.85,なし,6.0
2027-08-25 22:39:39,CAM001,サル,0.91,警告音C,13.8
2027-08-26 20:38:50,CAM001,イノシシ,0.97,フラッシュB,9.3
2027-08-27 23:05:02,CAM002,イノシシ,0.86,超音波A,11.0
2027-08-28 00:50:07,CAM003,イノシシ,0.88,警告音C,19.3
2027-08-29 03:51:14,CAM003,サル,0.89,警告音C,9.6
2027-08-30 18:51:29,CAM001,イノシシ,0.95,フラッシュB,11.9
2027-08-31 00:26:35,CAM003,サル,0.94,警告音C,8.1
2027-09-01 23:56:32,CAM002,サル,0.91,フラッシュB,9.2
2027-09-02 22:26:54,CAM002,イノシシ,0.96,警告音C,14.1
2027-09-03 18:03:21,CAM001,サル,0.94,なし,7.6
2027-09-04 19:09:04,CAM002,イノシシ,0.98,フラッシュB,7.6
2027-09-05 04:09:32,CAM001,サル,0.96,警告音C,14.8
2027-09-06 23:37:12,CAM002,サル,0.89,フラッシュB,12.2
2027-09-07 21:44:23,CAM001,サル,0.89,フラッシュB,5.4
2027-09-08 21:55:14,CAM003,イノシシ,0.87,警告音C,14.4
2027-09-09 01:04:28,CAM002,イノシシ,0.9,超音波A,9.2
2027-09-10 21:11:44,CAM002,イノシシ,0.99,フラッシュB,10.5
2027-09-11 19:26:30,CAM001,イノシシ,0.91,超音波A,13.6
2027-09-12 20:50:35,CAM001,イノシシ,0.88,フラッシュB,10.3
2027-09-13 21:25:42,CAM002,イノシシ,0.96,フラッシュB,8.6
2027-09-14 04:04:19,CAM001,イノシシ,0.93,警告音C,10.9
2027-09-15 04:09:39,CAM002,イノシシ,0.87,超音波A,16.8
2027-09-16 23:05:07,CAM003,サル,0.9,フラッシュB,13.5
2027-09-17 00:46:25,CAM001,イノシシ,0.91,超音波A,13.7
2027-09-18 04:11:25,CAM002,イノシシ,0.96,警告音C,14.6
2027-09-19 01:17:24,CAM003,イノシシ,0.85,なし,10.2
2027-09-20 18:46:39,CAM003,イノシシ,0.89,なし,10.8
2027-09-21 05:42:11,CAM002,サル,0.92,警告音C,12.7
2027-09-22 05:35:47,CAM001,イノシシ,0.89,警告音C,17.1
2027-09-23 21:04:55,CAM002,サル,0.94,超音波A,12.2
2027-09-24 22:07:41,CAM003,サル,0.92,超音波A,3.6
2027-09-25 18:27:30,CAM002,サル,0.9,フラッシュB,11.5
2027-09-26 03:08:53,CAM001,サル,0.98,警告音C,12.6
2027-09-27 20:28:13,CAM003,サル,0.94,なし,2.0
2027-09-28 01:40:21,CAM002,サル,0.87,超音波A,5.4
2027-09-29 04:22:00,CAM001,サル,0.93,なし,2.0
2027-09-30 22:20:25,CAM003,イノシシ,0.96,フラッシュB,8.4
2027-10-01 21:53:22,CAM001,サル,0.95,フラッシュB,13.8
2027-10-02 02:00:53,CAM003,イノシシ,0.87,超音波A,13.5
2027-10-03 00:50:39,CAM002,サル,0.99,超音波A,11.7
2027-10-04 22:46:08,CAM001,イノシシ,0.91,フラッシュB,13.7
2027-10-05 22:08:09,CAM003,イノシシ,0.87,フラッシュB,12.2
2027-10-06 21:56:52,CAM001,イノシシ,0.88,超音波A,12.2
2027-10-07 03:40:34,CAM001,イノシシ,0.86,フラッシュB,10.8
2027-10-08 21:24:25,CAM002,イノシシ,0.96,警告音C,16.1
2027-10-09 04:37:01,CAM001,イノシシ,0.87,警告音C,12.8
2027-10-10 00:17:26,CAM003,イノシシ,0.87,なし,11.2
2027-10-11 19:26:16,CAM003,イノシシ,0.97,フラッシュB,6.6
2027-10-12 04:58:43,CAM003,サル,0.9,超音波A,5.3
2027-10-13 04:50:53,CAM003,イノシシ,0.85,警告音C,23.0
2027-10-14 01:24:06,CAM002,イノシシ,0.86,フラッシュB,12.4
2027-10-15 21:05:52,CAM001,サル,0.87,超音波A,9.0
2027-10-16 01:32:48,CAM002,イノシシ,0.88,超音波A,13.9
2027-10-17 04:21:25,CAM001,イノシシ,0.94,フラッシュB,7.4
2027-10-18 05:49:20,CAM001,サル,0.87,超音波A,4.3
2027-10-19 18:06:16,CAM001,サル,0.87,超音波A,7.2
2027-10-20 21:40:48,CAM002,イノシシ,0.96,超音波A,9.3
2027-10-21 21:53:21,CAM001,イノシシ,0.94,超音波A,11.8
2027-10-22 05:39:48,CAM002,サル,0.91,フラッシュB,10.0
2027-10-23 00:00:31,CAM003,サル,0.93,フラッシュB,12.7
2027-10-24 00:50:58,CAM003,イノシシ,0.89,フラッシュB,14.4
2027-10-25 01:18:31,CAM001,サル,0.92,超音波A,5.5
2027-10-26 18:44:28,CAM002,イノシシ,0.92,超音波A,10.9
2027-10-27 01:18:17,CAM003,イノシシ,0.9,フラッシュB,10.1
2027-10-28 18:13:50,CAM002,イノシシ,0.98,フラッシュB,9.0
2027-10-29 19:01:53,CAM002,サル,0.85,フラッシュB,4.8
2027-10-30 05:48:49,CAM001,イノシシ,0.96,フラッシュB,17.0
2027-10-31 23:50:03,CAM003,サル,0.87,なし,4.5
2027-11-01 18:07:28,CAM001,イノシシ,0.96,超音波A,11.3
2027-11-02 00:38:02,CAM001,イノシシ,0.94,フラッシュB,13.5
2027-11-03 03:09:18,CAM003,イノシシ,0.97,フラッシュB,13.6
2027-11-04 19:59:32,CAM003,サル,0.86,フラッシュB,11.9
2027-11-05 00:54:27,CAM002,イノシシ,0.93,超音波A,9.8
2027-11-06 19:06:28,CAM003,イノシシ,0.92,フラッシュB,13.2
2027-11-07 01:00:56,CAM002,サル,0.95,警告音C,10.8
2027-11-08 00:02:23,CAM002,イノシシ,0.92,超音波A,11.4
2027-11-09 00:58:07,CAM002,サル,0.93,超音波A,8.7
2027-11-10 23:56:46,CAM003,イノシシ,0.91,超音波A,12.5
2027-11-11 22:02:50,CAM001,サル,0.89,警告音C,13.8
2027-11-12 18:27:46,CAM002,イノシシ,0.92,超音波A,14.4
2027-11-13 01:33:34,CAM001,サル,0.87,なし,2.7
2027-11-14 01:13:31,CAM001,イノシシ,0.98,フラッシュB,12.5
2027-11-15 01:45:42,CAM003,イノシシ,0.95,なし,5.7
2027-11-16 21:51:36,CAM001,イノシシ,0.98,なし,16.8
2027-11-17 23:20:13,CAM001,イノシシ,0.88,フラッシュB,9.3
2027-11-18 00:47:17,CAM003,イノシシ,0.97,超音波A,9.9
2027-11-19 00:09:06,CAM002,サル,0.96,超音波A,11.1
2027-11-20 18:22:20,CAM001,イノシシ,0.94,超音波A,10.7
2027-11-21 20:47:18,CAM003,サル,0.94,警告音C,16.1
2027-11-22 21:28:59,CAM001,サル,0.89,超音波A,9.0
2027-11-23 19:01:00,CAM001,サル,0.96,超音波A,7.3
2027-11-24 22:19:10,CAM002,イノシシ,0.92,フラッシュB,9.7
2027-11-25 03:01:02,CAM001,イノシシ,0.86,なし,5.6
2027-11-26 00:54:11,CAM003,サル,0.89,超音波A,7.3
2027-11-27 21:04:36,CAM001,サル,0.98,超音波A,8.0
2027-11-28 23:29:08,CAM002,イノシシ,0.97,超音波A,9.5
2027-11-29 19:52:43,CAM002,イノシシ,0.99,なし,7.7
2027-11-30 20:51:57,CAM003,イノシシ,0.94,フラッシュB,8.7
2027-12-01 23:43:23,CAM002,サル,0.88,超音波A,10.8
2027-12-02 18:09:29,CAM001,イノシシ,0.87,超音波A,14.8
2027-12-03 01:58:45,CAM002,イノシシ,0.88,超音波A,9.9
2027-12-04 00:31:16,CAM003,サル,0.85,超音波A,6.2
2027-12-05 19:50:16,CAM002,イノシシ,0.9,なし,8.5
2027-12-06 02:39:01,CAM002,イノシシ,0.88,警告音C,20.8
2027-12-07 02:38:08,CAM002,サル,0.91,フラッシュB,13.0
2027-12-08 23:21:42,CAM003,サル,0.98,警告音C,9.3
2027-12-09 21:25:57,CAM002,イノシシ,0.91,超音波A,15.0
2027-12-10 19:22:36,CAM002,イノシシ,0.97,警告音C,16.8
2027-12-11 04:05:17,CAM001,イノシシ,0.93,警告音C,16.9
2027-12-12 22:41:35,CAM003,イノシシ,0.88,フラッシュB,13.5
2027-12-13 02:37:33,CAM002,サル,0.9,警告音C,12.1
2027-12-14 18:36:24,CAM003,イノシシ,0.86,超音波A,15.3
2027-12-15 23:57:11,CAM002,イノシシ,0.9,超音波A,16.3
2027-12-16 00:52:41,CAM002,イノシシ,0.94,超音波A,16.4
2027-12-17 23:20:26,CAM002,イノシシ,0.86,フラッシュB,6.5
2027-12-18 02:30:05,CAM001,イノシシ,0.88,警告音C,16.3
2027-12-19 04:39:33,CAM001,サル,0.9,なし,2.0
2027-12-20 05:44:56,CAM001,イノシシ,0.99,フラッシュB,9.7
2027-12-21 22:06:09,CAM003,サル,0.96,警告音C,6.3
2027-12-22 18:25:20,CAM003,サル,0.95,警告音C,14.9
2027-12-23 05:57:45,CAM001,イノシシ,0.87,超音波A,12.7
2027-12-24 19:59:53,CAM003,イノシシ,0.96,フラッシュB,10.7
2027-12-25 04:00:50,CAM002,イノシシ,0.96,超音波A,9.6
2027-12-26 22:35:50,CAM002,イノシシ,0.93,フラッシュB,12.9
2027-12-27 03:28:20,CAM002,イノシシ,0.99,なし,5.0
2027-12-28 04:39:10,CAM001,イノシシ,0.9,超音波A,8.8
2027-12-29 21:48:58,CAM003,イノシシ,0.98,警告音C,13.4
2027-12-30 00:39:34,CAM001,サル,0.98,フラッシュB,7.9
2027-12-31 23:33:54,CAM003,イノシシ,0.85,フラッシュB,10.3
2028-01-01 01:53:21,CAM002,サル,0.91,フラッシュB,7.3
2028-01-02 22:55:32,CAM001,イノシシ,0.99,フラッシュB,13.6
2028-01-03 03:35:46,CAM003,サル,0.86,超音波A,11.4
2028-01-04 21:18:34,CAM003,イノシシ,0.93,超音波A,16.4
2028-01-05 21:42:16,CAM002,イノシシ,0.99,超音波A,12.2
2028-01-06 04:44:42,CAM001,サル,0.93,フラッシュB,9.5
2028-01-07 19:08:25,CAM001,イノシシ,0.88,超音波A,12.6
2028-01-08 19:52:08,CAM001,イノシシ,0.93,警告音C,12.0
2028-01-09 02:39:16,CAM002,サル,0.88,フラッシュB,7.4
2028-01-10 18:24:42,CAM001,イノシシ,0.92,フラッシュB,10.9
2028-01-11 01:41:24,CAM002,イノシシ,0.86,フラッシュB,10.5
2028-01-12 00:34:02,CAM002,サル,0.93,フラッシュB,8.4
2028-01-13 19:36:43,CAM002,サル,0.92,なし,3.8
2028-01-14 05:50:29,CAM003,サル,0.95,超音波A,5.5
2028-01-15 23:33:11,CAM001,イノシシ,0.94,超音波A,11.5
2028-01-16 20:36:43,CAM001,サル,0.93,警告音C,11.6
2028-01-17 04:58:48,CAM002,イノシシ,0.95,超音波A,4.1
2028-01-18 18:09:56,CAM002,サル,0.87,超音波A,4.3
2028-01-19 00:48:46,CAM001,サル,0.93,フラッシュB,8.8
2028-01-20 05:15:23,CAM002,サル,0.87,超音波A,11.8
2028-01-21 20:07:30,CAM001,サル,0.98,フラッシュB,2.0
2028-01-22 22:16:22,CAM003,イノシシ,0.86,超音波A,9.4
2028-01-23 22:53:15,CAM002,サル,0.91,警告音C,14.8
2028-01-24 23:07:24,CAM001,サル,0.95,警告音C,16.1
2028-01-25 19:24:11,CAM002,イノシシ,0.91,フラッシュB,10.7
2028-01-26 04:25:40,CAM001,サル,0.86,フラッシュB,6.5
2028-01-27 03:46:31,CAM001,イノシシ,0.93,警告音C,20.7
2028-01-28 03:15:06,CAM002,サル,0.94,超音波A,10.9
2028-01-29 18:22:25,CAM003,サル,0.95,警告音C,16.1
2028-01-30 22:21:57,CAM001,サル,0.9,警告音C,12.1
2028-01-31 00:13:14,CAM001,イノシシ,0.93,警告音C,20.3
2028-02-01 22:06:08,CAM001,イノシシ,0.91,フラッシュB,6.2
2028-02-02 20:47:07,CAM003,イノシシ,0.94,超音波A,15.4
2028-02-03 19:58:22,CAM003,サル,0.93,フラッシュB,8.3
2028-02-04 19:30:29,CAM002,イノシシ,0.92,警告音C,17.4
2028-02-05 21:38:34,CAM003,イノシシ,0.88,超音波A,9.2
2028-02-06 19:58:41,CAM002,サル,0.85,警告音C,8.1
2028-02-07 00:16:13,CAM002,イノシシ,0.87,超音波A,12.3
2028-02-08 01:34:43,CAM003,サル,0.87,超音波A,10.2
2028-02-09 05:44:33,CAM002,サル,0.91,超音波A,10.6
2028-02-10 20:36:42,CAM003,サル,0.94,超音波A,10.3
2028-02-11 01:25:54,CAM002,イノシシ,0.88,フラッシュB,13.1
2028-02-12 00:43:38,CAM003,イノシシ,0.98,超音波A,9.2
2028-02-13 01:48:03,CAM003,イノシシ,0.85,なし,10.3
2028-02-14 23:24:12,CAM002,イノシシ,0.96,フラッシュB,8.9
2028-02-15 19:32:15,CAM001,イノシシ,0.94,超音波A,15.3
2028-02-16 03:43:01,CAM002,イノシシ,0.9,フラッシュB,11.7
2028-02-17 00:34:41,CAM003,サル,0.86,警告音C,13.3
2028-02-18 19:29:58,CAM001,サル,0.94,警告音C,16.1
2028-02-19 00:12:12,CAM002,イノシシ,0.9,超音波A,15.0
2028-02-20 19:31:31,CAM002,サル,0.98,警告音C,15.8
2028-02-21 20:58:38,CAM002,サル,0.93,警告音C,11.0
2028-02-22 21:28:48,CAM001,サル,0.98,超音波A,10.8
2028-02-23 22:43:56,CAM003,サル,0.88,超音波A,6.1
2028-02-24 01:43:46,CAM002,イノシシ,0.95,フラッシュB,14.4
2028-02-25 02:09:29,CAM002,イノシシ,0.94,超音波A,7.7
2028-02-26 02:38:19,CAM002,イノシシ,0.95,警告音C,16.7
2028-02-27 22:00:29,CAM002,イノシシ,0.88,フラッシュB,9.5
2028-02-28 18:02:44,CAM002,サル,0.94,なし,7.1
2028-02-29 01:29:49,CAM003,サル,0.92,フラッシュB,11.8
2028-03-01 21:17:36,CAM003,イノシシ,0.95,超音波A,12.6
2028-03-02 02:47:00,CAM002,イノシシ,0.9,超音波A,12.5
2028-03-03 22:45:14,CAM001,サル,0.97,フラッシュB,10.6
2028-03-04 02:14:48,CAM003,イノシシ,0.86,警告音C,20.4
2028-03-05 02:23:03,CAM001,イノシシ,0.96,警告音C,17.1
2028-03-06 05:58:57,CAM003,サル,0.97,超音波A,7.0
2028-03-07 22:36:42,CAM002,イノシシ,0.96,超音波A,13.9
2028-03-08 05:05:38,CAM003,イノシシ,0.92,超音波A,6.4
2028-03-09 01:45:23,CAM002,イノシシ,0.91,フラッシュB,14.7
2028-03-10 04:12:33,CAM003,サル,0.99,超音波A,6.4
2028-03-11 02:06:51,CAM002,イノシシ,0.88,フラッシュB,11.3
2028-03-12 21:58:07,CAM002,イノシシ,0.93,フラッシュB,14.7
2028-03-13 21:28:53,CAM002,イノシシ,0.94,なし,6.8
2028-03-14 22:50:44,CAM002,イノシシ,0.95,超音波A,13.9
2028-03-15 03:42:33,CAM001,イノシシ,0.88,超音波A,15.4
2028-03-16 02:25:40,CAM002,サル,0.94,フラッシュB,8.8
2028-03-17 18:57:02,CAM001,イノシシ,0.96,フラッシュB,12.9
2028-03-18 01:05:04,CAM001,サル,0.86,超音波A,8.1
2028-03-19 22:53:46,CAM002,イノシシ,0.98,なし,8.3
2028-03-20 00:48:08,CAM001,イノシシ,0.85,警告音C,13.7
2028-03-21 20:19:57,CAM003,イノシシ,0.9,超音波A,11.1
2028-03-22 18:58:41,CAM002,イノシシ,0.85,超音波A,8.1
2028-03-23 20:49:17,CAM001,イノシシ,0.86,フラッシュB,9.3
2028-03-24 18:23:02,CAM002,イノシシ,0.98,警告音C,11.0
2028-03-25 20:37:12,CAM002,イノシシ,0.9,超音波A,12.8
2028-03-26 01:46:24,CAM002,サル,0.91,フラッシュB,13.6
2028-03-27 02:03:13,CAM001,イノシシ,0.88,フラッシュB,10.6
2028-03-28 22:33:10,CAM003,サル,0.93,超音波A,11.4
2028-03-29 02:55:02,CAM003,サル,0.93,フラッシュB,11.9
2028-03-30 04:27:28,CAM001,イノシシ,0.9,なし,4.4
2028-03-31 02:02:24,CAM002,イノシシ,0.9,超音波A,9.0
2028-04-01 19:11:41,CAM001,イノシシ,0.97,超音波A,15.0
2028-04-02 02:14:39,CAM001,イノシシ,0.9,フラッシュB,11.7
2028-04-03 02:04:10,CAM001,イノシシ,0.92,警告音C,13.1
2028-04-04 04:33:23,CAM002,サル,0.89,なし,2.6
2028-04-05 05:14:37,CAM001,イノシシ,0.96,フラッシュB,13.3
2028-04-06 01:58:04,CAM002,イノシシ,0.91,警告音C,14.6
2028-04-07 03:17:05,CAM001,サル,0.92,フラッシュB,2.0
2028-04-08 22:59:47,CAM003,イノシシ,0.89,フラッシュB,11.0
2028-04-09 05:04:12,CAM001,サル,0.99,超音波A,7.8
2028-04-10 18:49:39,CAM001,イノシシ,0.89,超音波A,12.0
2028-04-11 20:57:02,CAM003,イノシシ,0.96,超音波A,15.8
2028-04-12 01:39:33,CAM002,イノシシ,0.91,フラッシュB,12.2
2028-04-13 01:26:12,CAM002,イノシシ,0.88,超音波A,12.7
2028-04-14 18:05:23,CAM001,サル,0.96,なし,7.7
2028-04-15 20:15:39,CAM003,イノシシ,0.9,超音波A,12.0
2028-04-16 05:32:58,CAM002,サル,0.97,超音波A,14.9
2028-04-17 04:47:40,CAM001,イノシシ,0.98,フラッシュB,8.2
2028-04-18 04:44:24,CAM003,イノシシ,0.97,警告音C,14.2
2028-04-19 22:41:35,CAM002,イノシシ,0.85,超音波A,13.8
2028-04-20 04:37:59,CAM002,イノシシ,0.96,超音波A,15.8
2028-04-21 00:04:42,CAM003,サル,0.91,なし,3.9
2028-04-22 03:56:50,CAM003,イノシシ,0.97,超音波A,9.0
2028-04-23 00:41:09,CAM003,イノシシ,0.94,超音波A,17.3
2028-04-24 04:52:29,CAM003,イノシシ,0.97,警告音C,14.6
2028-04-25 00:30:17,CAM001,イノシシ,0.92,超音波A,13.0
2028-04-26 21:01:13,CAM003,イノシシ,0.92,フラッシュB,15.9
2028-04-27 05:38:01,CAM002,イノシシ,0.87,フラッシュB,10.7
2028-04-28 04:48:40,CAM002,サル,0.96,超音波A,6.6
2028-04-29 18:39:30,CAM001,イノシシ,0.91,超音波A,10.3
2028-04-30 19:59:23,CAM002,イノシシ,0.92,超音波A,14.7
2028-05-01 20:47:05,CAM002,イノシシ,0.96,超音波A,15.2
2028-05-02 20:29:06,CAM003,イノシシ,0.93,超音波A,12.1
2028-05-03 03:40:31,CAM002,サル,0.88,警告音C,19.1
2028-05-04 19:27:59,CAM001,イノシシ,0.93,フラッシュB,12.1
2028-05-05 22:28:21,CAM003,イノシシ,0.91,フラッシュB,15.9
2028-05-06 21:19:31,CAM003,サル,0.92,警告音C,12.2
2028-05-07 21:49:03,CAM001,イノシシ,0.85,フラッシュB,19.0
2028-05-08 04:16:11,CAM003,イノシシ,0.88,超音波A,16.7
2028-05-09 23:16:09,CAM003,サル,0.89,なし,4.1
2028-05-10 23:00:21,CAM001,サル,0.95,超音波A,12.8
2028-05-11 03:55:58,CAM003,サル,0.85,超音波A,12.7
2028-05-12 19:49:13,CAM001,イノシシ,0.91,警告音C,21.7
2028-05-13 05:35:58,CAM001,イノシシ,0.98,フラッシュB,4.6
2028-05-14 20:51:11,CAM002,イノシシ,0.87,フラッシュB,14.2
2028-05-15 00:28:10,CAM002,イノシシ,0.92,超音波A,13.6
2028-05-16 18:05:46,CAM003,サル,0.96,フラッシュB,9.9
2028-05-17 20:10:57,CAM003,イノシシ,0.98,超音波A,12.7
2028-05-18 00:25:33,CAM001,サル,0.95,なし,5.2
2028-05-19 19:28:03,CAM003,サル,0.95,超音波A,12.3
2028-05-20 18:34:12,CAM001,イノシシ,0.97,警告音C,18.6
2028-05-21 02:38:14,CAM001,イノシシ,0.91,フラッシュB,12.7
2028-05-22 00:28:28,CAM003,サル,0.96,警告音C,16.9
2028-05-23 04:51:31,CAM001,イノシシ,0.85,警告音C,18.3
2028-05-24 19:46:13,CAM002,サル,0.98,フラッシュB,10.0
2028-05-25 21:21:10,CAM003,イノシシ,0.91,超音波A,17.6
2028-05-26 04:02:16,CAM002,イノシシ,0.93,超音波A,10.7
2028-05-27 05:55:27,CAM003,イノシシ,0.89,超音波A,7.5
2028-05-28 22:46:15,CAM001,サル,0.95,警告音C,13.7
2028-05-29 22:58:19,CAM003,イノシシ,0.86,警告音C,17.6
2028-05-30 23:18:56,CAM002,サル,0.97,フラッシュB,10.7
2028-05-31 22:02:58,CAM001,イノシシ,0.97,超音波A,12.3
2028-06-01 18:57:59,CAM003,サル,0.88,フラッシュB,10.8
2028-06-02 23:14:33,CAM003,サル,0.96,フラッシュB,16.0
2028-06-03 20:48:24,CAM003,イノシシ,0.96,フラッシュB,14.4
2028-06-04 01:11:17,CAM002,イノシシ,0.94,警告音C,19.9
2028-06-05 05:15:26,CAM002,サル,0.9,なし,4.1
2028-06-06 01:59:45,CAM003,イノシシ,0.89,超音波A,7.8
2028-06-07 02:16:28,CAM001,サル,0.88,フラッシュB,2.0
2028-06-08 22:07:14,CAM001,イノシシ,0.89,フラッシュB,10.4
2028-06-09 04:45:49,CAM002,サル,0.98,超音波A,2.0
2028-06-10 21:06:02,CAM001,サル,0.86,超音波A,10.0
2028-06-11 05:52:23,CAM002,サル,0.97,超音波A,7.4
2028-06-12 05:57:02,CAM003,イノシシ,0.9,警告音C,13.1
2028-06-13 21:45:14,CAM002,イノシシ,0.92,フラッシュB,12.4
2028-06-14 02:29:13,CAM002,イノシシ,0.96,フラッシュB,9.8
2028-06-15 00:16:43,CAM003,イノシシ,0.97,なし,9.4
2028-06-16 21:35:08,CAM001,イノシシ,0.9,警告音C,19.1
2028-06-17 23:47:56,CAM002,イノシシ,0.91,超音波A,9.9
2028-06-18 05:21:53,CAM002,サル,0.91,フラッシュB,7.8
2028-06-19 22:52:01,CAM003,イノシシ,0.85,フラッシュB,12.6
2026-07-21 10:00:01,CAM001,サル,0.3667,なし,0.58
2026-07-21 10:00:03,CAM001,サル,0.3982,なし,0.88
2026-07-21 10:00:16,CAM001,サル,0.3501,なし,0.38
2026-07-21 10:00:17,CAM001,イノシシ,0.4064,なし,1.63
2026-07-21 10:00:19,CAM001,サル,0.5559,なし,0.17
2026-07-21 10:00:21,CAM001,サル,0.303,なし,0.58
2026-07-21 10:00:23,CAM001,サル,0.2739,なし,0.04
2026-07-21 10:00:25,CAM001,サル,0.2674,なし,0.79
